text,term_id,label
Abnormality of the menstrual cycle,HP:0000140,0
Menstrual abnormalities,HP:0000140,0
Abnormal vagina morphology,HP:0000142,0
Vaginal malformation,HP:0000142,0
Rectovaginal fistula,HP:0000143,0
Abnormal connection between rectum and vagina,HP:0000143,0
Decreased fertility,HP:0000144,0
Abnormal fertility,HP:0000144,0
Transverse vaginal septum,HP:0000145,0
Transverse vaginal membrane,HP:0000145,0
Polycystic ovaries,HP:0000147,0
Polycystic ovary,HP:0000147,0
Polycystic ovary disease,HP:0000147,0
Sclerocystic ovaries,HP:0000147,0
Vaginal atresia,HP:0000148,0
Abnormally closed or absent vagina,HP:0000148,0
Ovarian gonadoblastoma,HP:0000149,0
"Gonadoblastoma, female",HP:0000149,0
Gonadoblastoma,HP:0000150,0
Aplasia of the uterus,HP:0000151,0
Absent uterus,HP:0000151,0
uterus absent,HP:0000151,0
Abnormality of the mouth,HP:0000153,1
Abnormal mouth,HP:0000153,1
Wide mouth,HP:0000154,1
Broad mouth,HP:0000154,1
Large mouth,HP:0000154,1
Large oral aperture,HP:0000154,1
Macrostomia,HP:0000154,1
Oral ulcer,HP:0000155,1
Mouth sore,HP:0000155,1
Mouth ulcer,HP:0000155,1
Oral mucosal ulceration,HP:0000155,1
Abnormality of the tongue,HP:0000157,1
Abnormal tongue,HP:0000157,1
Glossal abnormality,HP:0000157,1
Lingual abnormality,HP:0000157,1
Tongue abnormality,HP:0000157,1
Abnormal lip morphology,HP:0000159,1
Abnormal lip,HP:0000159,1
Abnormality of the lip,HP:0000159,1
Anomaly of lip,HP:0000159,1
Deformity of lip,HP:0000159,1
Lip abnormality,HP:0000159,1
Malformation of lip,HP:0000159,1
Median cleft upper lip,HP:0000161,1
Central cleft upper lip,HP:0000161,1
Midline cleft lip,HP:0000161,1
Glossoptosis,HP:0000162,1
Lingual retraction,HP:0000162,1
Posterior displacement of the tongue,HP:0000162,1
Retraction of the tongue,HP:0000162,1
Abnormal oral cavity morphology,HP:0000163,1
Abnormality of the oral cavity,HP:0000163,1
Abnormality of the dentition,HP:0000164,1
Abnormal dentition,HP:0000164,1
Abnormal teeth,HP:0000164,1
Abnormality of the teeth,HP:0000164,1
Dental abnormalities,HP:0000164,1
Dental abnormality,HP:0000164,1
Dental anomalies,HP:0000164,1
Dental problem,HP:0000164,1
Dental problems,HP:0000164,1
Tooth abnormalities,HP:0000164,1
Severe periodontitis,HP:0000166,1
Severe gum disease,HP:0000166,1
Severe periodontal disease,HP:0000166,1
Severe pyorrhea,HP:0000166,1
Gingival fibromatosis,HP:0000169,1
Gingival fibroma,HP:0000169,1
Gingival fibrous nodules,HP:0000169,1
Hereditary gingival fibromatosis,HP:0000169,1
Idiopathic gingival hyperplasia,HP:0000169,1
Microglossia,HP:0000171,1
Abnormally small tongue,HP:0000171,1
Decreased size of tongue,HP:0000171,1
Hypoglossia,HP:0000171,1
Hypoplasia of the tongue,HP:0000171,1
Hypoplastic tongue,HP:0000171,1
Lingual hypoplasia,HP:0000171,1
Rudimentary tongue,HP:0000171,1
Small tongue,HP:0000171,1
Underdevelopment of the tongue,HP:0000171,1
Abnormal uvula morphology,HP:0000172,1
Abnormality of palatine uvula,HP:0000172,1
Abnormality of the uvula,HP:0000172,1
Abnormal palate morphology,HP:0000174,1
Abnormality of the palate,HP:0000174,1
Abnormality of the roof of the mouth,HP:0000174,1
Palatal anomaly,HP:0000174,1
Palate abnormality,HP:0000174,1
Cleft palate,HP:0000175,1
Cleft hard and soft palate,HP:0000175,1
Cleft of hard and soft palate,HP:0000175,1
Cleft of palate,HP:0000175,1
Cleft roof of mouth,HP:0000175,1
Cleft secondary palate,HP:0000175,1
Palatoschisis,HP:0000175,1
Uranostaphyloschisis,HP:0000175,1
Submucous cleft hard palate,HP:0000176,1
Partial thickness cleft hard palate,HP:0000176,1
Abnormal upper lip morphology,HP:0000177,1
Abnormality of upper lip,HP:0000177,1
Anomaly of the upper lip,HP:0000177,1
Deformity of the upper lip,HP:0000177,1
Malformation of the upper lip,HP:0000177,1
Abnormal lower lip morphology,HP:0000178,1
Abnormality of lower lip,HP:0000178,1
Anomaly of the lower lip,HP:0000178,1
Deformity of the lower lip,HP:0000178,1
Malformation of the lower lip,HP:0000178,1
Thick lower lip vermilion,HP:0000179,1
Full lower lip,HP:0000179,1
Full lower lip vermilion,HP:0000179,1
Increased height of lower lip vermilion,HP:0000179,1
Increased volume of lower lip,HP:0000179,1
Increased volume of lower lip vermilion,HP:0000179,1
Plump lower lip,HP:0000179,1
Prominent lower lip,HP:0000179,1
Prominent lower lip vermilion,HP:0000179,1
Thick lower lip,HP:0000179,1
Thick red part of the lower lip,HP:0000179,1
Thick vermilion border of lower lip,HP:0000179,1
Lobulated tongue,HP:0000180,1
Bumpy tongue,HP:0000180,1
Lingual lobules,HP:0000180,1
Lobulate tongue,HP:0000180,1
Tongue muscle weakness,HP:0000183,1
Cleft soft palate,HP:0000185,1
Cleft muscular palate,HP:0000185,1
Cleft of soft palate,HP:0000185,1
Cleft velum,HP:0000185,1
Short upper lip,HP:0000188,1
Decreased height of upper lip,HP:0000188,1
Decreased upper labial height,HP:0000188,1
Decreased upper labial length,HP:0000188,1
Decreased vertical length of upper lip,HP:0000188,1
Shortening of upper lip,HP:0000188,1
Vertical deficiency of upper lip,HP:0000188,1
Abnormal oral frenulum morphology,HP:0000190,1
Abnormality of frenum of tongue,HP:0000190,1
Abnormality of lingual frenum,HP:0000190,1
Abnormality of oral frenula,HP:0000190,1
Abnormality of oral frenum,HP:0000190,1
Accessory oral frenulum,HP:0000191,1
Accessory oral frenum,HP:0000191,1
Extra oral frenulum,HP:0000191,1
Extra oral frenum,HP:0000191,1
Multiple oral frenula,HP:0000191,1
Supernumerary oral frenulum,HP:0000191,1
Supernumerary oral frenum,HP:0000191,1
Open mouth,HP:0000194,1
Gaped jawed appearance,HP:0000194,1
Gaped mouthed appearance,HP:0000194,1
Open mouth appearance,HP:0000194,1
Slack jawed appearance,HP:0000194,1
Lower lip pit,HP:0000196,1
Abnormal parotid gland morphology,HP:0000197,1
Abnormality of parotid gland,HP:0000197,1
Anomaly of the parotid gland,HP:0000197,1
Absence of Stensen duct,HP:0000198,1
Absence of parotid duct,HP:0000198,1
Absent stensen duct,HP:0000198,1
Agenesis of parotid duct,HP:0000198,1
Agenesis of stensen duct,HP:0000198,1
Failure of development of parotid duct,HP:0000198,1
Failure of development of stensen duct,HP:0000198,1
Missing parotid duct,HP:0000198,1
Missing stensen duct,HP:0000198,1
Tongue nodules,HP:0000199,1
Lingual nodules,HP:0000199,1
Short lingual frenulum,HP:0000200,1
Deficiency of lingual frenulum,HP:0000200,1
Hypoplasia of lingual frenulum,HP:0000200,1
Hypoplasia of lingual frenum,HP:0000200,1
Hypoplasia of tongue frenulum,HP:0000200,1
Hypoplasia of tongue frenum,HP:0000200,1
Short lingual frenum,HP:0000200,1
Short tongue frenulum,HP:0000200,1
Short tongue frenum,HP:0000200,1
Tight lingual frenulum,HP:0000200,1
Pierre-Robin sequence,HP:0000201,1
Pierre Robin sequence,HP:0000201,1
Pierre-robin anomaly,HP:0000201,1
Pierre-robin deformity,HP:0000201,1
Pierre-robin malformation,HP:0000201,1
Robin sequence,HP:0000201,1
Orofacial cleft,HP:0000202,1
"Cleft lip, cleft palate",HP:0000202,1
Cleft lip/palate,HP:0000202,1
Cleft of the mouth,HP:0000202,1
Oral cleft,HP:0000202,1
Oral clefting,HP:0000202,1
Cleft upper lip,HP:0000204,1
Cheiloschisis of upper lip,HP:0000204,1
Cleft of upper lip,HP:0000204,1
Harelip,HP:0000204,1
Pursed lips,HP:0000205,1
Tightly closed lips,HP:0000205,1
Glossitis,HP:0000206,1
Inflammation of the tongue,HP:0000206,1
Lingual inflammation,HP:0000206,1
Smooth swollen tongue,HP:0000206,1
Trismus,HP:0000211,1
Decrease in jaw mobility,HP:0000211,1
Decrease in jaw movement,HP:0000211,1
Decrease in jaw opening,HP:0000211,1
Decrease in mandibular mobility,HP:0000211,1
Decrease in mandibular movement,HP:0000211,1
Decrease in mandibular opening,HP:0000211,1
Limited jaw mobility,HP:0000211,1
Limited jaw movement,HP:0000211,1
Limited jaw opening,HP:0000211,1
Limited mandibular mobility,HP:0000211,1
Limited mandibular opening,HP:0000211,1
Limited mouth opening,HP:0000211,1
Lockjaw,HP:0000211,1
Pain of muscles of mastication,HP:0000211,1
Gingival overgrowth,HP:0000212,1
Gingival enlargement,HP:0000212,1
Gingival hyperplasia,HP:0000212,1
Gum enlargement,HP:0000212,1
Gum hypertrophy,HP:0000212,1
Hypertrophic gingivitis,HP:0000212,1
Oral soft tissue hyperplasia,HP:0000212,1
Thick upper lip vermilion,HP:0000215,1
Full upper lip,HP:0000215,1
Full upper lip vermilion,HP:0000215,1
Increased height of upper lip vermilion,HP:0000215,1
Increased volume of upper lip,HP:0000215,1
Increased volume of upper lip vermilion,HP:0000215,1
Plump upper lip,HP:0000215,1
Prominent upper lip,HP:0000215,1
Prominent upper lip vermilion,HP:0000215,1
Thick red part of the upper lip,HP:0000215,1
Thick upper lip,HP:0000215,1
Thick vermilion border of upper lip,HP:0000215,1
Broad secondary alveolar ridge,HP:0000216,1
Secondary alveolar ridges,HP:0000216,1
Xerostomia,HP:0000217,1
Decreased salivary flow,HP:0000217,1
Dry mouth,HP:0000217,1
Dry mouth syndrome,HP:0000217,1
Reduced salivation,HP:0000217,1
High palate,HP:0000218,1
Elevated palate,HP:0000218,1
High arched palate,HP:0000218,1
"High, arched palate",HP:0000218,1
High-arched palate,HP:0000218,1
Increased palatal height,HP:0000218,1
Ogival palate,HP:0000218,1
Palate high-arched,HP:0000218,1
"Palate, high-arched",HP:0000218,1
Thin upper lip vermilion,HP:0000219,1
Decreased height of upper lip vermilion,HP:0000219,1
Decreased volume of upper lip,HP:0000219,1
Decreased volume of upper lip vermilion,HP:0000219,1
Thin red part of the upper lip,HP:0000219,1
Thin upper lip,HP:0000219,1
Thin upper lips,HP:0000219,1
Thin vermilion border of upper lip,HP:0000219,1
Velopharyngeal insufficiency,HP:0000220,1
Velopharyngeal dysfunction,HP:0000220,1
Velopharyngeal incompetence,HP:0000220,1
Furrowed tongue,HP:0000221,1
Fissured tongue,HP:0000221,1
Grooved tongue,HP:0000221,1
Lingua plicata,HP:0000221,1
Lingual furrow,HP:0000221,1
Plicated tongue,HP:0000221,1
Prominent tongue grooves,HP:0000221,1
Scrotal tongue,HP:0000221,1
Gingival hyperkeratosis,HP:0000222,1
"Hyperkeratosis, gingival",HP:0000222,1
Hypogeusia,HP:0000224,1
Decreased taste,HP:0000224,1
Decreased taste sensation,HP:0000224,1
Gingival bleeding,HP:0000225,1
Bleeding gums,HP:0000225,1
Gingival haemorrhage,HP:0000225,1
Gingival hemorrhage,HP:0000225,1
Gingivorrhagia,HP:0000225,1
Tongue telangiectasia,HP:0000227,1
Angioectasias of the tongue,HP:0000227,1
Lingual angioectasias,HP:0000227,1
Lingual telangiectasia,HP:0000227,1
Spider veins of the tongue,HP:0000227,1
Gingivitis,HP:0000230,1
Gingival inflammation,HP:0000230,1
Inflamed gums,HP:0000230,1
Red and swollen gums,HP:0000230,1
Everted lower lip vermilion,HP:0000232,1
Drooping lower lip,HP:0000232,1
Eclabium of lower lip,HP:0000232,1
Everted lower lip,HP:0000232,1
Everted prominent lower lip,HP:0000232,1
Outward turned lower lip,HP:0000232,1
Protruding lower lip,HP:0000232,1
Thin vermilion border,HP:0000233,1
Decreased volume of lip,HP:0000233,1
Decreased volume of lip vermillion,HP:0000233,1
Thin lips,HP:0000233,1
Thin vermilion borders,HP:0000233,1
Thin vermillion,HP:0000233,1
Abnormality of the head,HP:0000234,1
Abnormal head,HP:0000234,1
Head abnormality,HP:0000234,1
Abnormal cranial suture/fontanelle morphology,HP:0000235,1
Abnormality of the fontanelles or cranial sutures,HP:0000235,1
Abnormal anterior fontanelle morphology,HP:0000236,1
Abnormality of the anterior fontanelle,HP:0000236,1
Abnormality of the forehead soft spot,HP:0000236,1
Small anterior fontanelle,HP:0000237,1
Small anterior fontanel,HP:0000237,1
Small forehead fontanel,HP:0000237,1
Parietal bossing,HP:0000242,1
Biparietal bossing,HP:0000242,1
Bossing of parietal bone,HP:0000242,1
Brachyturricephaly,HP:0000244,1
Brachy-turricephaly,HP:0000244,1
"High, prominent forehead",HP:0000244,1
Turribrachycephaly,HP:0000244,1
Abnormal paranasal sinus morphology,HP:0000245,1
Abnormality of the paranasal sinuses,HP:0000245,1
Abnormality of the sinuses,HP:0000245,1
Abnormality of the sinuses of the head,HP:0000245,1
Microcephaly,HP:0000252,1
Abnormally small cranium,HP:0000252,1
Abnormally small head,HP:0000252,1
Abnormally small skull,HP:0000252,1
Decreased circumference of cranium,HP:0000252,1
Decreased size of cranium,HP:0000252,1
Decreased size of head,HP:0000252,1
Decreased size of skull,HP:0000252,1
Reduced head circumference,HP:0000252,1
small calvarium,HP:0000252,1
small cranium,HP:0000252,1
Small head,HP:0000252,1
Small head circumference,HP:0000252,1
Small skull,HP:0000252,1
Progressive microcephaly,HP:0000253,1
"Microcephaly, postnatal, progressive",HP:0000253,1
"Microcephaly, progressive",HP:0000253,1
Progressively abnormally small cranium,HP:0000253,1
Progressively abnormally small skull,HP:0000253,1
Acute sinusitis,HP:0000255,1
Macrocephaly,HP:0000256,1
Big calvaria,HP:0000256,1
Big cranium,HP:0000256,1
Big head,HP:0000256,1
Big skull,HP:0000256,1
Increased size of cranium,HP:0000256,1
Increased size of head,HP:0000256,1
Increased size of skull,HP:0000256,1
Large calvaria,HP:0000256,1
Large cranium,HP:0000256,1
Large head,HP:0000256,1
Large head circumference,HP:0000256,1
Large skull,HP:0000256,1
Macrocephalus,HP:0000256,1
Macrocrania,HP:0000256,1
Megacephaly,HP:0000256,1
Turricephaly,HP:0000262,1
Tall shaped cranium,HP:0000262,1
Tall shaped head,HP:0000262,1
Tall shaped skull,HP:0000262,1
Tower cranium shape,HP:0000262,1
Tower skull shape,HP:0000262,1
Turricephalus,HP:0000262,1
Oxycephaly,HP:0000263,1
Acrocephaly,HP:0000263,1
Abnormal mastoid morphology,HP:0000264,1
Abnormality of mastoid process of temporal bone,HP:0000264,1
Abnormality of the mastoid,HP:0000264,1
Mastoiditis,HP:0000265,1
Dolichocephaly,HP:0000268,1
Large dolichocephalic skull,HP:0000268,1
"Long, narrow head",HP:0000268,1
Narrow cranium shape,HP:0000268,1
Narrow head shape,HP:0000268,1
Narrow skull shape,HP:0000268,1
Tall and narrow skull,HP:0000268,1
Turridolichocephaly,HP:0000268,1
Prominent occiput,HP:0000269,1
Prominent back of the head,HP:0000269,1
Prominent back of the skull,HP:0000269,1
Prominent posterior cranium,HP:0000269,1
Prominent posterior head,HP:0000269,1
Prominent posterior skull,HP:0000269,1
Protruding back of the head,HP:0000269,1
Protruding occiput,HP:0000269,1
Delayed cranial suture closure,HP:0000270,1
Broad late closing cranial sutures,HP:0000270,1
Delayed closure of fontanel,HP:0000270,1
Delayed closure of fontanelles,HP:0000270,1
Delayed closure of fontanels,HP:0000270,1
Delayed closure of the fontanelles,HP:0000270,1
Delayed fontanel closure,HP:0000270,1
Delayed fontanelle closure,HP:0000270,1
Late closing fontanelles,HP:0000270,1
Late closure of fontanelle,HP:0000270,1
Late-closing fontanelle,HP:0000270,1
Open sutures,HP:0000270,1
Abnormality of the face,HP:0000271,1
Abnormal face,HP:0000271,1
Abnormality of the countenance,HP:0000271,1
Abnormality of the physiognomy,HP:0000271,1
Abnormality of the visage,HP:0000271,1
Anomaly of face,HP:0000271,1
Anomaly of the face,HP:0000271,1
Disorder of face,HP:0000271,1
Disorder of the face,HP:0000271,1
Facial abnormality,HP:0000271,1
Facial anomaly,HP:0000271,1
Malar flattening,HP:0000272,1
Decreased size of malar bone,HP:0000272,1
Depressed malar region,HP:0000272,1
Flat cheekbone,HP:0000272,1
Hypotrophic malar bone,HP:0000272,1
Malar hypoplasia,HP:0000272,1
Underdevelopment of malar bone,HP:0000272,1
Zygomatic flattening,HP:0000272,1
Facial grimacing,HP:0000273,1
Small face,HP:0000274,1
Facial hypoplasia,HP:0000274,1
Hypoplasia of face,HP:0000274,1
Microface,HP:0000274,1
Microfacies,HP:0000274,1
Short and narrow face,HP:0000274,1
Small facies,HP:0000274,1
Narrow face,HP:0000275,1
Decreased breadth of face,HP:0000275,1
Decreased horizontal dimension of face,HP:0000275,1
Decreased transverse dimension of face,HP:0000275,1
Decreased width of face,HP:0000275,1
Horizontal deficiency of face,HP:0000275,1
Horizontal hypoplasia of face,HP:0000275,1
Horizontal insufficiency of face,HP:0000275,1
Narrow facies,HP:0000275,1
Thin face,HP:0000275,1
Thin facies,HP:0000275,1
Transverse deficiency of face,HP:0000275,1
Transverse hypoplasia of face,HP:0000275,1
Transverse insufficiency of face,HP:0000275,1
Long face,HP:0000276,1
Elongation of face,HP:0000276,1
Increased height of face,HP:0000276,1
Increased length of face,HP:0000276,1
Increased vertical dimension of face,HP:0000276,1
Long facies,HP:0000276,1
Vertical elongation of face,HP:0000276,1
Vertical enlargement of face,HP:0000276,1
Vertical excess of face,HP:0000276,1
Vertical Facial Excess,HP:0000276,1
